nickname,title,description,url
算法喵Tina_,AI如何在医疗中大显身手？,本文将带大家认识AI+医疗，并且了解人工智能医疗所带来的机遇。 互联网时代的医疗行业 作为传统行业的大佬之一，医疗行业一直是民生关注的重点对象。随着互联网时代的到来，医疗行业也作出了改变。网络上普遍将...,"https://blog.csdn.net/weixin_51072772/article/details/109179499?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-18-109179499-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
Open歌,一文看懂人工智能语音芯片,人工智能芯片（简称AI芯片）是指含有专门处理人工智能应用中大量计算任务模块的芯片，属于集成电路和人工智能的交叉领域。自2016年以来，谷歌、百度、阿里、腾讯等互联网巨头以及多家知名的风险投资基金疯狂涌入人工...,"https://blog.csdn.net/Open_The_World/article/details/103101701?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-19-103101701-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
编程速学营,清华大咖~分享终于有人把云计算、大数据和人工智能讲明白了,https://mp.weixin.qq.com/cgi-bin/home?t=home/index&amp;token=169070751&amp;lang=zh_CNhttps://mp.weixin.qq.com/cgi-bin/home?t=home/index&amp;token=169070751&amp;lang=zh_CN,"https://blog.csdn.net/x1364453268/article/details/123187820?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-20-123187820-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
deephub,10分钟科普：人工智能是什么？它又是如何工作的呢？(上),"人工智能是什么？ 人工智能的历史 人工智能是否具有和人类一样的能力呢？如何进行评判？   图灵测试 认知建模 演绎规则 理性 Agent   人工智能是如何工作的？ 人工智能的分类   弱人工智能 (ANI, Artificial Narrow ...","https://blog.csdn.net/m0_46510245/article/details/104801280?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-21-104801280-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
NicolasLearner,2019年AI芯片产业深度研究报告,一、 人工智能芯片发展现状及趋势  1、深度学习算法对芯片要求更为苛刻，通用 CPU 性价比相对较差  经历了 60 多年的起起伏伏之后，人工智能终于迎来了第三次爆发。第三次爆发的核心引爆点是深度学习算法的出现，但...,"https://blog.csdn.net/NicolasLearner/article/details/114900504?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-22-114900504-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
腾讯云AI平台,AI Talk | 如何评估AI是否可信？,基于此，可信赖人工智能被越来越多的提及，越来越多的政府和企业都加入到了可信AI的发展和共建队伍中来。可信AI已经成为全球共识，也是行业发展的必然趋势。那什么是可信AI？如何确保和评估AI是可信的呢？  ▲为什么...,"https://blog.csdn.net/qq_42933419/article/details/121632173?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-23-121632173-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
Dimensionedu,海外又曝出伪AI明星公司！人工智能是个巨大泡沫？,昨日，《华尔街日报》曝光了一家印度伪AI明星公司Engineer.ai。 这家总部设在美国洛杉矶和英国伦敦的公司，一直以来都声称：使用AI技术在很大程度上实现了移动App的自动化开发。 在2018年11月，Engineer.ai对外宣布...,"https://blog.csdn.net/Dimensionedu/article/details/99672607?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-24-99672607-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
AI_Pro,“2021年度全球十大人工智能治理事件”：数据、算法、伦理受关注，AI发展需治理同行,相关数据预测，2020年国内人工智能产业规模为3031亿元人民币，同比增长15.1%，占据全球整体AI产业规模约35%，且增长速度超过全球平均增长速度。  人工智能正在深刻地改变人类的社会生产和生活模式，提高经济效益。...,"https://blog.csdn.net/AI_Lb/article/details/122622122?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-25-122622122-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
AI科技大本营,《评人工智能如何走向新阶段》后记（再续16）,由AI科技大本营下载自视觉中国  181.5种常见的机器学习方法。  （1）线性回归linear regression: 一种流行的回归算法，从样本特征的线性组合，linear combination中学习模型。 （2）负数几率回归，logistic ...,"https://blog.csdn.net/dQCFKyQDXYm3F8rB0/article/details/104169353?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-26-104169353-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
mossfan,人工智能安全学习笔记,个人笔记,"https://blog.csdn.net/mossfan/article/details/123613612?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-27-123613612-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
AI科技大本营,一周AI回顾 | 南沙设立人工智能视觉图像研发中心，旷视科技C轮筹资4.6亿美元,中科曙光近日成功研制出首款搭载寒武纪AI芯片的人工智能服务器，命名为“Phaneron”，主要是面向深度学习的在线推理业务环境。在线推理业务不同于离线训练，推理不需要密集的计算能力，而是需要及时响应。因此，完成...,"https://blog.csdn.net/dQCFKyQDXYm3F8rB0/article/details/78456579?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-28-78456579-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
hanniman_,深度报告 | AI新职位“人工智能训练师”,（完整版深度报告的下载方式，详见文末）研究背景有人说，“人工智能训练师”是AI给人类带来的第一个非技术类“新职位”，这也许能让大家对AI多一些客观认知、甚至是好感；不过这个新职位，AI领域从业者的认知度还不...,"https://blog.csdn.net/pA2elX78qaJTADH/article/details/79226479?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-29-79226479-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
人人都是产品经理V,深度分析｜AI新职位「人工智能训练师」,作者：朱明徳全文共 4686 字 9 图，阅读需要 10 分钟———— / BEGIN / ————研究背景有人说，“人工智能训练师”是AI给人类带来的第一个非技术类“新职位”，这也许能让大家对AI多一些客观认知、甚至是好感；...,"https://blog.csdn.net/k7Jz78GeJJ/article/details/79308492?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-30-79308492-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
摩鬼,AI人工智能：54份行业重磅报告汇总,AI人工智能：54份行业重磅报告汇总 AI人工智能：54份行业重磅报告汇总,"https://download.csdn.net/download/yws1050731369/10344796?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-1-10344796-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
枫笛雨声,人工智能AI麻将，麻将AlphaGo，可直接运行,麻将胡牌算法以及AI算法，麻将AlphaGo，java代码，可直接运行,"https://download.csdn.net/download/tgrdgfhgfhgfhg/11096226?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-2-11096226-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,人工智能课件人工智能实验,人工智能课件人工智能实验人工智能课件人工智能实验人工智能课件人工智能实验人工智能课件人工智能实验人工智能课件人工智能实验,"https://download.csdn.net/download/sdtcool/2181337?ops_request_misc=&request_id=&biz_id=&utm_medium=distribute.pc_search_result.none-task-download-2~default~AD_ESMLT~experiment_2-3-2181337-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,AI人工智能顶层设计及介绍.ppt,AI人工智能顶层设计及介绍,"https://download.csdn.net/download/weixin_44094929/19772032?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-4-19772032-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,人工智能-企业园区AI应用解决方案.pptx,人工智能-企业园区AI应用解决方案.pptx,"https://download.csdn.net/download/yingcai111/85351772?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-5-85351772-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,AI+人工智能整体解决方案.pptx,AI+人工智能整体解决方案,"https://download.csdn.net/download/weixin_44094929/16679998?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-6-16679998-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
挨踢工作者,2018年AI人工智能 2BPython学习入门全套资源下载地址,AI人工智能 2BPython学习入门全套资源下载地址，资料十分全,"https://download.csdn.net/download/csclkyo/10829281?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-7-10829281-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,中金公司－主题研究：步入人工智能时代：四大AI技术如何改变十大应用场景－20180917,中金公司－主题研究：步入人工智能时代：四大AI技术如何改变十大应用场景－20180917,"https://download.csdn.net/download/poi6688/10762730?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-8-10762730-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智库大道,人工智能AI助手进院项目书.docx,人工智能AI助手进院项目书，2021人工智能AI数字化校园园区制造教育应用发展规划精品解决方案,"https://download.csdn.net/download/qq_35004943/15785545?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-9-15785545-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
passionSnail,清华大学AI人工智能概论课程 第7章 自然语言处理 含习题 共42页 .pptx,清华大学AI人工智能概论课程列表，高等学校人工智能通识课规划内容  清华大学AI人工智能概论课程 第10章 建筑智能化技术 含习题 共35页 .pptx 清华大学AI人工智能概论课程 第1章 AI时代的起航 含习题 共56页 .pptx  ...,"https://download.csdn.net/download/qq_27595745/23983115?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-10-23983115-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,AI人工智能：54份行业重磅报告汇总.zip.003,"AI人工智能：54份行业重磅报告汇总.zip.002,国内市场\国外市场\细分市场","https://download.csdn.net/download/long88886666/10217806?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-11-10217806-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
文宇肃然,人工智能AI源码-深度语言模型体系 AliceMind,人工智能AI源码-深度语言模型体系 AliceMind,"https://download.csdn.net/download/wenyusuran/21889280?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-12-21889280-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
m0_37728373,AI-208 型人工智能温度控制器说明书.pdf,AI-208 型人工智能温度控制器说明书.pdf,"https://download.csdn.net/download/m0_37728373/11318893?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-13-11318893-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,AI人工智能物联网平台建设方案.pptx,AI人工智能物联网平台建设方案,"https://download.csdn.net/download/weixin_44094929/16671785?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-14-16671785-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
网络研究院,人工智能（AI）惠及人类：全球影响.pdf,人工智能（AI）惠及人类：全球影响,"https://download.csdn.net/download/qq_29607687/19765904?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-15-19765904-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
结冰架构,"118项AI展品同台竞技,探秘2019世界人工智能大会.pdf","118项AI展品同台竞技,探秘2019世界人工智能大会.pdf","https://download.csdn.net/download/u013883025/20181401?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-16-20181401-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,AI(人工智能)园区顶层设计方案doc文档合集整理.zip,AI(人工智能)园区顶层设计方案doc文档合集整理.zip,"https://download.csdn.net/download/qq_67153941/83960676?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-17-83960676-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
weixin_38553431,python实现人工智能Ai抠图功能,"主要介绍了python实现人工智能Ai抠图功能,本文通过实例代码给大家介绍的非常详细，具有一定的参考借鉴价值，需要的朋友可以参考下","https://download.csdn.net/download/weixin_38553431/12859615?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-18-12859615-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
清净平常心,AI-System:人工智能教育资源系统,本课程的中文名称设定为人工智能系统，主要讲解支持人工智能的计算机系统设计，对应的英文课程名称为系统AI本课程中将交替使用一下词汇：人工智能系统，AI-系统和系统用于AI 。 本课程为中规划的人工智能相关教程之...,"https://download.csdn.net/download/weixin_42116604/15727601?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-19-15727601-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,AI人工智能开放平台解决方案共19页.ppt,AI人工智能开放平台解决方案共19页.ppt,"https://download.csdn.net/download/weixin_44094929/85221133?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-20-85221133-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
结冰架构,利用AI人工智能技术优化供应链.pdf,利用AI人工智能技术优化供应链.pdf,"https://download.csdn.net/download/u013883025/20167117?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-21-20167117-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案文库,智慧小区综合解决方案AI人工智能+智慧小区安防一体化解决方案.pptx,智慧小区综合解决方案AI人工智能+智慧小区安防一体化解决方案.pptx,"https://download.csdn.net/download/zuoan1993/84993857?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-22-84993857-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
你那里也下雪了吧,人工智能Ai-刷脸技术实战课程 打造人工神经网络实战 人脸识别与一键美颜技术实战,人工智能Ai-刷脸技术实战课程 打造人工神经网络实战 人脸识别与一键美颜技术实战,"https://download.csdn.net/download/qq_41972992/20048435?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-23-20048435-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,人工智能AI小镇建设和运营整体解决方案.pptx,人工智能AI小镇建设和运营整体解决方案,"https://download.csdn.net/download/weixin_44094929/16232775?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-24-16232775-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
syp_net,Google可解释人工智能白皮书《AI Explainability Whitepaper》.zip,近几年，随着人工智能的迅速发展，人工智能对各行各业也产生...所以，今天专知小编给大家带来的是Google可解释人工智能白皮书《AI Explainability Whitepaper》，总共27页pdf，主要介绍谷歌的AI平台上的AI的可解释性。,"https://download.csdn.net/download/syp_net/12032351?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-25-12032351-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,AI人工智能+智慧校园大数据建设行动方案.pptx,AI人工智能+智慧校园大数据建设行动方案,"https://download.csdn.net/download/weixin_44094929/16675395?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-26-16675395-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
智慧方案,人工智能AI小镇建设和运营综合解决方案.pptx,人工智能AI小镇建设和运营综合解决方案,"https://download.csdn.net/download/weixin_44094929/16656982?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-27-16656982-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
weixin_38722193,人工智能测试（AI测试）的思考与探索,	人工智能(AI)已无处不在，AI正在为各行各业赋能，改变人们生活、生产的方式。然而，由于AI是一种新的编程范式，无论是学术界还是工业界，对于AI测试的研究还刚刚起步。	1.AI测试及挑战	AI作为一项变革性的技术已经...,"https://download.csdn.net/download/weixin_38722193/16053149?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026616782425164372%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026616782425164372&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-28-16053149-null-null.142^v32^experiment_2_v1,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
